AccountID,BillingID,BillingDate,MRR_Amount,SubscriptionTier,AddonUsageSpend
ACC-2110,INV-B2B-800722,2025-06-21,849.0,Professional Platform,350
ACC-2111,INV-B2B-800728,2025-06-21,349.0,Growth Suite,150
ACC-2278,INV-B2B-801870,2025-06-21,224.0,Growth Suite,25
ACC-2322,INV-B2B-802204,2025-06-21,74.0,Starter Cloud,25
ACC-2262,INV-B2B-801758,2025-06-21,249.0,Growth Suite,50
ACC-2169,INV-B2B-801123,2025-06-21,74.0,Starter Cloud,25
ACC-2022,INV-B2B-800137,2025-06-21,74.0,Starter Cloud,25
ACC-2214,INV-B2B-801425,2025-06-21,349.0,Growth Suite,150
ACC-2314,INV-B2B-802157,2025-06-21,349.0,Growth Suite,150
ACC-2164,INV-B2B-801089,2025-06-21,199.0,Starter Cloud,150
ACC-2084,INV-B2B-800553,2025-06-21,49.0,Starter Cloud,0
ACC-2211,INV-B2B-801403,2025-06-21,99.0,Starter Cloud,50
ACC-2263,INV-B2B-801767,2025-06-22,99.0,Starter Cloud,50
ACC-2301,INV-B2B-802046,2025-06-22,249.0,Growth Suite,50
ACC-2113,INV-B2B-800746,2025-06-22,849.0,Professional Platform,350
ACC-2050,INV-B2B-800299,2025-06-22,199.0,Growth Suite,0
ACC-2184,INV-B2B-801228,2025-06-22,549.0,Growth Suite,350
ACC-2258,INV-B2B-801733,2025-06-22,199.0,Starter Cloud,150
ACC-2292,INV-B2B-801979,2025-06-22,199.0,Growth Suite,0
ACC-2296,INV-B2B-802009,2025-06-22,1540.0,Enterprise Unlimited,50
ACC-2047,INV-B2B-800277,2025-06-22,49.0,Starter Cloud,0
ACC-2216,INV-B2B-801440,2025-06-22,1640.0,Enterprise Unlimited,150
ACC-2068,INV-B2B-800449,2025-06-22,49.0,Starter Cloud,0
ACC-2049,INV-B2B-800293,2025-06-22,549.0,Growth Suite,350
ACC-2003,INV-B2B-800026,2025-06-22,399.0,Starter Cloud,350
ACC-2283,INV-B2B-801914,2025-06-22,199.0,Growth Suite,0
ACC-2175,INV-B2B-801172,2025-06-23,224.0,Growth Suite,25
ACC-2044,INV-B2B-800257,2025-06-23,199.0,Starter Cloud,150
ACC-2264,INV-B2B-801776,2025-06-23,74.0,Starter Cloud,25
ACC-2015,INV-B2B-800095,2025-06-23,1840.0,Enterprise Unlimited,350
ACC-2093,INV-B2B-800608,2025-06-23,649.0,Professional Platform,150
ACC-2124,INV-B2B-800827,2025-06-23,74.0,Starter Cloud,25
ACC-2188,INV-B2B-801258,2025-06-23,649.0,Professional Platform,150
ACC-2187,INV-B2B-801252,2025-06-23,549.0,Professional Platform,50
ACC-2268,INV-B2B-801806,2025-06-23,49.0,Starter Cloud,0
ACC-2128,INV-B2B-800855,2025-06-23,349.0,Growth Suite,150
ACC-2060,INV-B2B-800383,2025-06-23,199.0,Growth Suite,0
ACC-2052,INV-B2B-800318,2025-06-24,524.0,Professional Platform,25
ACC-2341,INV-B2B-802317,2025-06-24,99.0,Starter Cloud,50
ACC-2133,INV-B2B-800882,2025-06-24,349.0,Growth Suite,150
ACC-2331,INV-B2B-802257,2025-06-24,349.0,Growth Suite,150
ACC-2377,INV-B2B-802563,2025-06-24,399.0,Starter Cloud,350
ACC-2159,INV-B2B-801063,2025-06-24,99.0,Starter Cloud,50
ACC-2369,INV-B2B-802495,2025-06-24,199.0,Growth Suite,0
ACC-2228,INV-B2B-801536,2025-06-24,349.0,Growth Suite,150
ACC-2036,INV-B2B-800216,2025-06-24,399.0,Starter Cloud,350
ACC-2074,INV-B2B-800497,2025-06-24,549.0,Professional Platform,50
ACC-2375,INV-B2B-802549,2025-06-24,224.0,Growth Suite,25
ACC-2362,INV-B2B-802442,2025-06-25,399.0,Starter Cloud,350
ACC-2309,INV-B2B-802121,2025-06-25,199.0,Growth Suite,0
ACC-2026,INV-B2B-800155,2025-06-25,49.0,Starter Cloud,0
ACC-2118,INV-B2B-800789,2025-06-25,399.0,Starter Cloud,350
ACC-2116,INV-B2B-800774,2025-06-25,399.0,Starter Cloud,350
ACC-2095,INV-B2B-800626,2025-06-25,399.0,Starter Cloud,350
ACC-2165,INV-B2B-801094,2025-06-25,199.0,Growth Suite,0
ACC-2396,INV-B2B-802684,2025-06-25,399.0,Starter Cloud,350
ACC-2090,INV-B2B-800587,2025-06-25,199.0,Growth Suite,0
ACC-2067,INV-B2B-800442,2025-06-25,524.0,Professional Platform,25
ACC-2170,INV-B2B-801130,2025-06-25,49.0,Starter Cloud,0
ACC-2242,INV-B2B-801619,2025-06-25,49.0,Starter Cloud,0
ACC-2307,INV-B2B-802103,2025-06-26,249.0,Growth Suite,50
ACC-2061,INV-B2B-800391,2025-06-26,99.0,Starter Cloud,50
ACC-2217,INV-B2B-801447,2025-06-26,499.0,Professional Platform,0
ACC-2281,INV-B2B-801894,2025-06-26,199.0,Growth Suite,0
ACC-2119,INV-B2B-800797,2025-06-26,199.0,Growth Suite,0
ACC-2227,INV-B2B-801528,2025-06-26,399.0,Starter Cloud,350
ACC-2130,INV-B2B-800866,2025-06-26,199.0,Starter Cloud,150
ACC-2189,INV-B2B-801263,2025-06-26,499.0,Professional Platform,0
ACC-2286,INV-B2B-801933,2025-06-26,99.0,Starter Cloud,50
ACC-2000,INV-B2B-800006,2025-06-26,549.0,Growth Suite,350
ACC-2382,INV-B2B-802614,2025-06-26,1640.0,Enterprise Unlimited,150
ACC-2017,INV-B2B-800107,2025-06-26,849.0,Professional Platform,350
ACC-2046,INV-B2B-800271,2025-06-27,99.0,Starter Cloud,50
ACC-2355,INV-B2B-802398,2025-06-27,249.0,Growth Suite,50
ACC-2016,INV-B2B-800101,2025-06-27,74.0,Starter Cloud,25
ACC-2337,INV-B2B-802298,2025-06-27,1840.0,Enterprise Unlimited,350
ACC-2151,INV-B2B-801011,2025-06-27,74.0,Starter Cloud,25
ACC-2290,INV-B2B-801965,2025-06-27,524.0,Professional Platform,25
ACC-2324,INV-B2B-802217,2025-06-27,549.0,Professional Platform,50
ACC-2114,INV-B2B-800754,2025-06-27,1540.0,Enterprise Unlimited,50
ACC-2158,INV-B2B-801054,2025-06-27,549.0,Professional Platform,50
ACC-2378,INV-B2B-802572,2025-06-27,349.0,Growth Suite,150
ACC-2247,INV-B2B-801664,2025-06-27,499.0,Professional Platform,0
ACC-2269,INV-B2B-801813,2025-06-28,549.0,Growth Suite,350
ACC-2078,INV-B2B-800520,2025-06-28,349.0,Growth Suite,150
ACC-2112,INV-B2B-800738,2025-06-28,849.0,Professional Platform,350
ACC-2304,INV-B2B-802073,2025-06-28,499.0,Professional Platform,0
ACC-2166,INV-B2B-801097,2025-06-28,249.0,Growth Suite,50
ACC-2285,INV-B2B-801923,2025-06-28,199.0,Starter Cloud,150
ACC-2376,INV-B2B-802557,2025-06-28,399.0,Starter Cloud,350
ACC-2277,INV-B2B-801859,2025-06-28,99.0,Starter Cloud,50
ACC-2240,INV-B2B-801603,2025-06-28,849.0,Professional Platform,350
ACC-2091,INV-B2B-800596,2025-06-28,1540.0,Enterprise Unlimited,50
ACC-2308,INV-B2B-802114,2025-06-28,224.0,Growth Suite,25
ACC-2370,INV-B2B-802507,2025-06-28,99.0,Starter Cloud,50
ACC-2058,INV-B2B-800362,2025-06-29,549.0,Professional Platform,50
ACC-2002,INV-B2B-800019,2025-06-29,199.0,Starter Cloud,150
ACC-2332,INV-B2B-802266,2025-06-29,199.0,Starter Cloud,150
ACC-2374,INV-B2B-802539,2025-06-29,249.0,Growth Suite,50
ACC-2209,INV-B2B-801393,2025-06-29,524.0,Professional Platform,25
ACC-2186,INV-B2B-801245,2025-06-29,99.0,Starter Cloud,50
ACC-2069,INV-B2B-800457,2025-06-29,1840.0,Enterprise Unlimited,350
ACC-2162,INV-B2B-801077,2025-06-29,549.0,Growth Suite,350
ACC-2366,INV-B2B-802466,2025-06-29,849.0,Professional Platform,350
ACC-2191,INV-B2B-801274,2025-06-29,199.0,Starter Cloud,150
ACC-2379,INV-B2B-802583,2025-06-29,199.0,Starter Cloud,150
ACC-2173,INV-B2B-801151,2025-06-29,549.0,Growth Suite,350
ACC-2320,INV-B2B-802192,2025-06-29,349.0,Growth Suite,150
ACC-2348,INV-B2B-802359,2025-06-30,399.0,Starter Cloud,350
ACC-2070,INV-B2B-800465,2025-06-30,199.0,Growth Suite,0
ACC-2266,INV-B2B-801787,2025-06-30,199.0,Growth Suite,0
ACC-2318,INV-B2B-802183,2025-06-30,199.0,Growth Suite,0
ACC-2071,INV-B2B-800471,2025-06-30,199.0,Starter Cloud,150
ACC-2062,INV-B2B-800399,2025-06-30,249.0,Growth Suite,50
ACC-2261,INV-B2B-801750,2025-06-30,199.0,Growth Suite,0
ACC-2019,INV-B2B-800116,2025-06-30,399.0,Starter Cloud,350
ACC-2353,INV-B2B-802390,2025-06-30,49.0,Starter Cloud,0
ACC-2349,INV-B2B-802365,2025-06-30,649.0,Professional Platform,150
ACC-2245,INV-B2B-801641,2025-06-30,199.0,Growth Suite,0
ACC-2381,INV-B2B-802604,2025-06-30,349.0,Growth Suite,150
ACC-2105,INV-B2B-800687,2025-07-01,199.0,Starter Cloud,150
ACC-2048,INV-B2B-800285,2025-07-01,549.0,Professional Platform,50
ACC-2021,INV-B2B-800128,2025-07-01,224.0,Growth Suite,25
ACC-2232,INV-B2B-801562,2025-07-01,99.0,Starter Cloud,50
ACC-2035,INV-B2B-800205,2025-07-01,99.0,Starter Cloud,50
ACC-2257,INV-B2B-801727,2025-07-01,224.0,Growth Suite,25
ACC-2246,INV-B2B-801653,2025-07-01,399.0,Starter Cloud,350
ACC-2101,INV-B2B-800658,2025-07-01,249.0,Growth Suite,50
ACC-2063,INV-B2B-800411,2025-07-02,549.0,Growth Suite,350
ACC-2129,INV-B2B-800859,2025-07-02,249.0,Growth Suite,50
ACC-2132,INV-B2B-800875,2025-07-02,249.0,Growth Suite,50
ACC-2008,INV-B2B-800050,2025-07-02,499.0,Professional Platform,0
ACC-2145,INV-B2B-800966,2025-07-02,549.0,Professional Platform,50
ACC-2192,INV-B2B-801284,2025-07-02,199.0,Growth Suite,0
ACC-2045,INV-B2B-800264,2025-07-02,399.0,Starter Cloud,350
ACC-2279,INV-B2B-801876,2025-07-02,99.0,Starter Cloud,50
ACC-2029,INV-B2B-800179,2025-07-02,849.0,Professional Platform,350
ACC-2312,INV-B2B-802145,2025-07-02,399.0,Starter Cloud,350
ACC-2027,INV-B2B-800164,2025-07-02,224.0,Growth Suite,25
ACC-2034,INV-B2B-800198,2025-07-02,99.0,Starter Cloud,50
ACC-2334,INV-B2B-802274,2025-07-02,199.0,Starter Cloud,150
ACC-2167,INV-B2B-801104,2025-07-02,1515.0,Enterprise Unlimited,25
ACC-2241,INV-B2B-801611,2025-07-02,649.0,Professional Platform,150
ACC-2383,INV-B2B-802623,2025-07-02,524.0,Professional Platform,25
ACC-2094,INV-B2B-800618,2025-07-03,249.0,Growth Suite,50
ACC-2077,INV-B2B-800512,2025-07-03,849.0,Professional Platform,350
ACC-2299,INV-B2B-802028,2025-07-03,224.0,Growth Suite,25
ACC-2303,INV-B2B-802062,2025-07-03,349.0,Growth Suite,150
ACC-2222,INV-B2B-801490,2025-07-03,349.0,Growth Suite,150
ACC-2103,INV-B2B-800675,2025-07-03,199.0,Growth Suite,0
ACC-2302,INV-B2B-802051,2025-07-03,199.0,Starter Cloud,150
ACC-2041,INV-B2B-800238,2025-07-03,399.0,Starter Cloud,350
ACC-2204,INV-B2B-801362,2025-07-03,74.0,Starter Cloud,25
ACC-2138,INV-B2B-800914,2025-07-03,524.0,Professional Platform,25
ACC-2182,INV-B2B-801215,2025-07-03,74.0,Starter Cloud,25
ACC-2388,INV-B2B-802642,2025-07-03,224.0,Growth Suite,25
ACC-2365,INV-B2B-802459,2025-07-03,199.0,Starter Cloud,150
ACC-2168,INV-B2B-801113,2025-07-03,499.0,Professional Platform,0
ACC-2079,INV-B2B-800528,2025-07-03,199.0,Starter Cloud,150
ACC-2335,INV-B2B-802281,2025-07-04,1515.0,Enterprise Unlimited,25
ACC-2197,INV-B2B-801316,2025-07-04,849.0,Professional Platform,350
ACC-2030,INV-B2B-800183,2025-07-04,99.0,Starter Cloud,50
ACC-2153,INV-B2B-801021,2025-07-04,99.0,Starter Cloud,50
ACC-2386,INV-B2B-802632,2025-07-04,199.0,Starter Cloud,150
ACC-2267,INV-B2B-801796,2025-07-04,549.0,Growth Suite,350
ACC-2149,INV-B2B-801002,2025-07-05,524.0,Professional Platform,25
ACC-2156,INV-B2B-801041,2025-07-05,99.0,Starter Cloud,50
ACC-2148,INV-B2B-800993,2025-07-05,199.0,Growth Suite,0
ACC-2012,INV-B2B-800080,2025-07-05,249.0,Growth Suite,50
ACC-2361,INV-B2B-802433,2025-07-05,224.0,Growth Suite,25
ACC-2249,INV-B2B-801679,2025-07-06,74.0,Starter Cloud,25
ACC-2305,INV-B2B-802083,2025-07-06,649.0,Professional Platform,150
ACC-2161,INV-B2B-801071,2025-07-06,549.0,Professional Platform,50
ACC-2152,INV-B2B-801017,2025-07-06,349.0,Growth Suite,150
ACC-2001,INV-B2B-800014,2025-07-06,349.0,Growth Suite,150
ACC-2239,INV-B2B-801594,2025-07-06,649.0,Professional Platform,150
ACC-2011,INV-B2B-800071,2025-07-06,399.0,Starter Cloud,350
ACC-2176,INV-B2B-801180,2025-07-06,74.0,Starter Cloud,25
ACC-2146,INV-B2B-800977,2025-07-07,524.0,Professional Platform,25
ACC-2294,INV-B2B-801997,2025-07-07,224.0,Growth Suite,25
ACC-2384,INV-B2B-802626,2025-07-07,499.0,Professional Platform,0
ACC-2230,INV-B2B-801550,2025-07-07,549.0,Professional Platform,50
ACC-2237,INV-B2B-801581,2025-07-07,499.0,Professional Platform,0
ACC-2364,INV-B2B-802452,2025-07-08,1840.0,Enterprise Unlimited,350
ACC-2190,INV-B2B-801266,2025-07-08,99.0,Starter Cloud,50
ACC-2272,INV-B2B-801827,2025-07-08,49.0,Starter Cloud,0
ACC-2117,INV-B2B-800784,2025-07-08,199.0,Growth Suite,0
ACC-2053,INV-B2B-800322,2025-07-09,499.0,Professional Platform,0
ACC-2293,INV-B2B-801990,2025-07-09,549.0,Growth Suite,350
ACC-2180,INV-B2B-801198,2025-07-09,499.0,Professional Platform,0
ACC-2317,INV-B2B-802175,2025-07-09,49.0,Starter Cloud,0
ACC-2122,INV-B2B-800814,2025-07-10,199.0,Growth Suite,0
ACC-2178,INV-B2B-801190,2025-07-10,249.0,Growth Suite,50
ACC-2206,INV-B2B-801372,2025-07-11,1640.0,Enterprise Unlimited,150
ACC-2259,INV-B2B-801738,2025-07-11,224.0,Growth Suite,25
ACC-2141,INV-B2B-800940,2025-07-11,549.0,Professional Platform,50
ACC-2085,INV-B2B-800561,2025-07-11,99.0,Starter Cloud,50
ACC-2231,INV-B2B-801556,2025-07-11,649.0,Professional Platform,150
ACC-2284,INV-B2B-801920,2025-07-12,549.0,Growth Suite,350
ACC-2287,INV-B2B-801942,2025-07-12,249.0,Growth Suite,50
ACC-2136,INV-B2B-800895,2025-07-12,249.0,Growth Suite,50
ACC-2273,INV-B2B-801835,2025-07-12,399.0,Starter Cloud,350
ACC-2056,INV-B2B-800344,2025-07-12,649.0,Professional Platform,150
ACC-2265,INV-B2B-801781,2025-07-12,549.0,Growth Suite,350
ACC-2033,INV-B2B-800193,2025-07-12,549.0,Professional Platform,50
ACC-2313,INV-B2B-802150,2025-07-12,549.0,Growth Suite,350
ACC-2081,INV-B2B-800540,2025-07-12,549.0,Professional Platform,50
ACC-2037,INV-B2B-800223,2025-07-13,74.0,Starter Cloud,25
ACC-2260,INV-B2B-801742,2025-07-13,549.0,Growth Suite,350
ACC-2311,INV-B2B-802134,2025-07-13,99.0,Starter Cloud,50
ACC-2207,INV-B2B-801382,2025-07-13,649.0,Professional Platform,150
ACC-2157,INV-B2B-801048,2025-07-14,399.0,Starter Cloud,350
ACC-2073,INV-B2B-800488,2025-07-14,224.0,Growth Suite,25
ACC-2185,INV-B2B-801234,2025-07-14,399.0,Starter Cloud,350
ACC-2219,INV-B2B-801464,2025-07-14,99.0,Starter Cloud,50
ACC-2028,INV-B2B-800171,2025-07-14,499.0,Professional Platform,0
ACC-2139,INV-B2B-800922,2025-07-14,499.0,Professional Platform,0
ACC-2155,INV-B2B-801030,2025-07-14,399.0,Starter Cloud,350
ACC-2223,INV-B2B-801497,2025-07-14,99.0,Starter Cloud,50
ACC-2009,INV-B2B-800059,2025-07-14,1540.0,Enterprise Unlimited,50
ACC-2336,INV-B2B-802287,2025-07-14,74.0,Starter Cloud,25
ACC-2310,INV-B2B-802128,2025-07-14,224.0,Growth Suite,25
ACC-2054,INV-B2B-800330,2025-07-14,224.0,Growth Suite,25
ACC-2051,INV-B2B-800307,2025-07-14,199.0,Starter Cloud,150
ACC-2289,INV-B2B-801956,2025-07-14,99.0,Starter Cloud,50
ACC-2134,INV-B2B-800888,2025-07-14,49.0,Starter Cloud,0
ACC-2394,INV-B2B-802676,2025-07-14,549.0,Professional Platform,50
ACC-2274,INV-B2B-801841,2025-07-14,49.0,Starter Cloud,0
ACC-2200,INV-B2B-801333,2025-07-14,399.0,Starter Cloud,350
ACC-2193,INV-B2B-801291,2025-07-14,99.0,Starter Cloud,50
ACC-2010,INV-B2B-800065,2025-07-15,499.0,Professional Platform,0
ACC-2025,INV-B2B-800151,2025-07-15,549.0,Professional Platform,50
ACC-2255,INV-B2B-801708,2025-07-15,74.0,Starter Cloud,25
ACC-2137,INV-B2B-800902,2025-07-15,199.0,Growth Suite,0
ACC-2043,INV-B2B-800248,2025-07-15,349.0,Growth Suite,150
ACC-2350,INV-B2B-802374,2025-07-15,549.0,Professional Platform,50
ACC-2212,INV-B2B-801413,2025-07-15,74.0,Starter Cloud,25
ACC-2329,INV-B2B-802243,2025-07-15,549.0,Professional Platform,50
ACC-2306,INV-B2B-802090,2025-07-15,349.0,Growth Suite,150
ACC-2326,INV-B2B-802228,2025-07-15,199.0,Starter Cloud,150
ACC-2215,INV-B2B-801433,2025-07-15,399.0,Starter Cloud,350
ACC-2390,INV-B2B-802653,2025-07-15,99.0,Starter Cloud,50
ACC-2199,INV-B2B-801325,2025-07-15,249.0,Growth Suite,50
ACC-2280,INV-B2B-801885,2025-07-15,199.0,Starter Cloud,150
ACC-2300,INV-B2B-802034,2025-07-15,549.0,Professional Platform,50
ACC-2183,INV-B2B-801224,2025-07-15,99.0,Starter Cloud,50
ACC-2385,INV-B2B-802631,2025-07-15,549.0,Growth Suite,350
ACC-2238,INV-B2B-801584,2025-07-15,524.0,Professional Platform,25
ACC-2330,INV-B2B-802248,2025-07-15,224.0,Growth Suite,25
ACC-2315,INV-B2B-802161,2025-07-15,74.0,Starter Cloud,25
ACC-2181,INV-B2B-801205,2025-07-16,549.0,Growth Suite,350
ACC-2196,INV-B2B-801308,2025-07-16,349.0,Growth Suite,150
ACC-2367,INV-B2B-802476,2025-07-16,499.0,Professional Platform,0
ACC-2373,INV-B2B-802530,2025-07-16,549.0,Growth Suite,350
ACC-2064,INV-B2B-800418,2025-07-16,199.0,Growth Suite,0
ACC-2399,INV-B2B-802697,2025-07-16,1540.0,Enterprise Unlimited,50
ACC-2251,INV-B2B-801687,2025-07-16,849.0,Professional Platform,350
ACC-2007,INV-B2B-800044,2025-07-16,199.0,Starter Cloud,150
ACC-2065,INV-B2B-800428,2025-07-16,249.0,Growth Suite,50
ACC-2288,INV-B2B-801949,2025-07-16,399.0,Starter Cloud,350
ACC-2072,INV-B2B-800478,2025-07-16,199.0,Growth Suite,0
ACC-2252,INV-B2B-801694,2025-07-16,349.0,Growth Suite,150
ACC-2140,INV-B2B-800932,2025-07-16,49.0,Starter Cloud,0
ACC-2380,INV-B2B-802592,2025-07-16,224.0,Growth Suite,25
ACC-2097,INV-B2B-800639,2025-07-16,99.0,Starter Cloud,50
ACC-2360,INV-B2B-802427,2025-07-16,74.0,Starter Cloud,25
ACC-2224,INV-B2B-801509,2025-07-16,199.0,Starter Cloud,150
ACC-2218,INV-B2B-801456,2025-07-16,524.0,Professional Platform,25
ACC-2088,INV-B2B-800579,2025-07-16,199.0,Starter Cloud,150
ACC-2393,INV-B2B-802668,2025-07-16,1640.0,Enterprise Unlimited,150
ACC-2177,INV-B2B-801184,2025-07-17,549.0,Professional Platform,50
ACC-2220,INV-B2B-801470,2025-07-17,349.0,Growth Suite,150
ACC-2080,INV-B2B-800535,2025-07-17,224.0,Growth Suite,25
ACC-2039,INV-B2B-800231,2025-07-17,849.0,Professional Platform,350
ACC-2032,INV-B2B-800188,2025-07-17,649.0,Professional Platform,150
ACC-2356,INV-B2B-802406,2025-07-17,349.0,Growth Suite,150
ACC-2115,INV-B2B-800761,2025-07-17,224.0,Growth Suite,25
ACC-2345,INV-B2B-802345,2025-07-17,74.0,Starter Cloud,25
ACC-2107,INV-B2B-800702,2025-07-17,549.0,Growth Suite,350
ACC-2075,INV-B2B-800504,2025-07-17,74.0,Starter Cloud,25
ACC-2059,INV-B2B-800372,2025-07-17,249.0,Growth Suite,50
ACC-2235,INV-B2B-801572,2025-07-17,524.0,Professional Platform,25
ACC-2106,INV-B2B-800694,2025-07-17,74.0,Starter Cloud,25
ACC-2297,INV-B2B-802014,2025-07-17,74.0,Starter Cloud,25
ACC-2221,INV-B2B-801479,2025-07-17,549.0,Growth Suite,350
ACC-2229,INV-B2B-801544,2025-07-17,349.0,Growth Suite,150
ACC-2359,INV-B2B-802419,2025-07-17,499.0,Professional Platform,0
ACC-2179,INV-B2B-801194,2025-07-17,249.0,Growth Suite,50
ACC-2323,INV-B2B-802209,2025-07-18,399.0,Starter Cloud,350
ACC-2319,INV-B2B-802186,2025-07-18,1540.0,Enterprise Unlimited,50
ACC-2372,INV-B2B-802520,2025-07-18,99.0,Starter Cloud,50
ACC-2256,INV-B2B-801716,2025-07-18,499.0,Professional Platform,0
ACC-2282,INV-B2B-801904,2025-07-18,74.0,Starter Cloud,25
ACC-2163,INV-B2B-801084,2025-07-18,199.0,Starter Cloud,150
ACC-2195,INV-B2B-801300,2025-07-18,74.0,Starter Cloud,25
ACC-2055,INV-B2B-800338,2025-07-18,524.0,Professional Platform,25
ACC-2126,INV-B2B-800842,2025-07-18,74.0,Starter Cloud,25
ACC-2291,INV-B2B-801971,2025-07-18,399.0,Starter Cloud,350
ACC-2357,INV-B2B-802410,2025-07-18,349.0,Growth Suite,150
ACC-2295,INV-B2B-801999,2025-07-18,499.0,Professional Platform,0
ACC-2142,INV-B2B-800944,2025-07-18,849.0,Professional Platform,350
ACC-2208,INV-B2B-801387,2025-07-18,249.0,Growth Suite,50
ACC-2270,INV-B2B-801819,2025-07-19,199.0,Growth Suite,0
ACC-2144,INV-B2B-800953,2025-07-19,199.0,Starter Cloud,150
ACC-2368,INV-B2B-802484,2025-07-19,224.0,Growth Suite,25
ACC-2014,INV-B2B-800090,2025-07-19,199.0,Starter Cloud,150
ACC-2298,INV-B2B-802022,2025-07-19,99.0,Starter Cloud,50
ACC-2201,INV-B2B-801339,2025-07-19,849.0,Professional Platform,350
ACC-2342,INV-B2B-802323,2025-07-19,199.0,Growth Suite,0
ACC-2243,INV-B2B-801626,2025-07-19,349.0,Growth Suite,150
ACC-2392,INV-B2B-802665,2025-07-19,549.0,Professional Platform,50
ACC-2343,INV-B2B-802329,2025-07-20,649.0,Professional Platform,150
ACC-2276,INV-B2B-801848,2025-07-20,224.0,Growth Suite,25
ACC-2121,INV-B2B-800806,2025-07-20,524.0,Professional Platform,25
ACC-2338,INV-B2B-802299,2025-07-20,224.0,Growth Suite,25
ACC-2174,INV-B2B-801160,2025-07-20,99.0,Starter Cloud,50
ACC-2108,INV-B2B-800707,2025-07-20,349.0,Growth Suite,150
ACC-2321,INV-B2B-802200,2025-07-20,549.0,Growth Suite,350
ACC-2104,INV-B2B-800681,2025-07-20,49.0,Starter Cloud,0
ACC-2225,INV-B2B-801515,2025-07-20,399.0,Starter Cloud,350
ACC-2147,INV-B2B-800985,2025-07-20,549.0,Growth Suite,350
ACC-2102,INV-B2B-800668,2025-07-20,199.0,Starter Cloud,150
ACC-2352,INV-B2B-802380,2025-07-20,74.0,Starter Cloud,25
ACC-2340,INV-B2B-802310,2025-07-20,74.0,Starter Cloud,25
ACC-2397,INV-B2B-802691,2025-07-20,1840.0,Enterprise Unlimited,350
ACC-2087,INV-B2B-800570,2025-07-20,349.0,Growth Suite,150
ACC-2203,INV-B2B-801351,2025-07-20,849.0,Professional Platform,350
ACC-2013,INV-B2B-800086,2025-07-21,549.0,Growth Suite,350
ACC-2262,INV-B2B-801757,2025-07-21,224.0,Growth Suite,25
ACC-2110,INV-B2B-800721,2025-07-21,549.0,Professional Platform,50
ACC-2111,INV-B2B-800727,2025-07-21,249.0,Growth Suite,50
ACC-2278,INV-B2B-801869,2025-07-21,349.0,Growth Suite,150
ACC-2169,INV-B2B-801122,2025-07-21,199.0,Starter Cloud,150
ACC-2211,INV-B2B-801402,2025-07-21,199.0,Starter Cloud,150
ACC-2316,INV-B2B-802166,2025-07-21,74.0,Starter Cloud,25
ACC-2328,INV-B2B-802239,2025-07-21,349.0,Growth Suite,150
ACC-2214,INV-B2B-801424,2025-07-21,549.0,Growth Suite,350
ACC-2022,INV-B2B-800136,2025-07-21,99.0,Starter Cloud,50
ACC-2322,INV-B2B-802203,2025-07-21,49.0,Starter Cloud,0
ACC-2084,INV-B2B-800552,2025-07-21,399.0,Starter Cloud,350
ACC-2172,INV-B2B-801142,2025-07-21,549.0,Professional Platform,50
ACC-2123,INV-B2B-800821,2025-07-21,399.0,Starter Cloud,350
ACC-2057,INV-B2B-800350,2025-07-21,99.0,Starter Cloud,50
ACC-2314,INV-B2B-802156,2025-07-21,249.0,Growth Suite,50
ACC-2301,INV-B2B-802045,2025-07-22,199.0,Growth Suite,0
ACC-2296,INV-B2B-802008,2025-07-22,1540.0,Enterprise Unlimited,50
ACC-2050,INV-B2B-800298,2025-07-22,224.0,Growth Suite,25
ACC-2049,INV-B2B-800292,2025-07-22,349.0,Growth Suite,150
ACC-2283,INV-B2B-801913,2025-07-22,349.0,Growth Suite,150
ACC-2263,INV-B2B-801766,2025-07-22,99.0,Starter Cloud,50
ACC-2184,INV-B2B-801227,2025-07-22,224.0,Growth Suite,25
ACC-2292,INV-B2B-801978,2025-07-22,224.0,Growth Suite,25
ACC-2047,INV-B2B-800276,2025-07-22,199.0,Starter Cloud,150
ACC-2068,INV-B2B-800448,2025-07-22,399.0,Starter Cloud,350
ACC-2098,INV-B2B-800647,2025-07-22,99.0,Starter Cloud,50
ACC-2113,INV-B2B-800745,2025-07-22,524.0,Professional Platform,25
ACC-2216,INV-B2B-801439,2025-07-22,1840.0,Enterprise Unlimited,350
ACC-2003,INV-B2B-800025,2025-07-22,74.0,Starter Cloud,25
ACC-2258,INV-B2B-801732,2025-07-22,199.0,Starter Cloud,150
ACC-2175,INV-B2B-801171,2025-07-23,249.0,Growth Suite,50
ACC-2015,INV-B2B-800094,2025-07-23,1840.0,Enterprise Unlimited,350
ACC-2128,INV-B2B-800854,2025-07-23,549.0,Growth Suite,350
ACC-2060,INV-B2B-800382,2025-07-23,349.0,Growth Suite,150
ACC-2124,INV-B2B-800826,2025-07-23,99.0,Starter Cloud,50
ACC-2264,INV-B2B-801775,2025-07-23,399.0,Starter Cloud,350
ACC-2187,INV-B2B-801251,2025-07-23,549.0,Professional Platform,50
ACC-2093,INV-B2B-800607,2025-07-23,649.0,Professional Platform,150
ACC-2044,INV-B2B-800256,2025-07-23,49.0,Starter Cloud,0
ACC-2188,INV-B2B-801257,2025-07-23,649.0,Professional Platform,150
ACC-2268,INV-B2B-801805,2025-07-23,99.0,Starter Cloud,50
